pos	word	ratio*10000	covered*100
24354	bombarded	0.02	94.70
24355	gutie	0.02	94.70
24356	jimmie	0.02	94.70
24357	physique	0.02	94.70
24358	1644	0.02	94.70
24359	bassett	0.02	94.70
24360	chlorine	0.02	94.70
24361	mouthful	0.02	94.70
24362	weinberg	0.02	94.70
24363	sporadically	0.02	94.70
24364	1670	0.02	94.70
24365	lowry	0.02	94.70
24366	ruben	0.02	94.70
24367	cinder	0.02	94.70
24368	nicknames	0.02	94.70
24369	willamette	0.02	94.70
24370	montpellier	0.02	94.70
24371	telecast	0.02	94.70
24372	unloaded	0.02	94.70
24373	witt	0.02	94.70
24374	resuming	0.02	94.70
24375	conceding	0.02	94.70
24376	vojvodina	0.02	94.70
24377	noaa	0.02	94.70
24378	scalars	0.02	94.70
24379	mauritania	0.02	94.70
24380	waistband	0.02	94.70
24381	ginzburg	0.02	94.70
24382	blackstone	0.02	94.70
24383	restroom	0.02	94.70
24384	cai	0.02	94.70
24385	admirer	0.02	94.70
24386	pajamas	0.02	94.70
24387	attractor	0.02	94.70
24388	quickened	0.02	94.70
24389	apologetic	0.02	94.70
24390	737	0.02	94.70
24391	dinah	0.02	94.70
24392	indebted	0.02	94.70
24393	niches	0.02	94.70
24394	hardening	0.02	94.70
24395	propellant	0.02	94.70
24396	microorganisms	0.02	94.70
24397	ethic	0.02	94.70
24398	buena	0.02	94.70
24399	emitters	0.02	94.70
24400	mariner	0.02	94.71
24401	venerated	0.02	94.71
24402	schur	0.02	94.71
24403	tiling	0.02	94.71
24404	pronoun	0.02	94.71
24405	vh	0.02	94.71
24406	chai	0.02	94.71
24407	chastity	0.02	94.71
24408	engraver	0.02	94.71
24409	prosecuting	0.02	94.71
24410	crazed	0.02	94.71
24411	collide	0.02	94.71
24412	rosalie	0.02	94.71
24413	unsigned	0.02	94.71
24414	lieutenants	0.02	94.71
24415	410	0.02	94.71
24416	gowns	0.02	94.71
24417	filmfare	0.02	94.71
24418	toulon	0.02	94.71
24419	listens	0.02	94.71
24420	newell	0.02	94.71
24421	fridays	0.02	94.71
24422	shipwreck	0.02	94.71
24423	iniquity	0.02	94.71
24424	shogunate	0.02	94.71
24425	tn	0.02	94.71
24426	fcs	0.02	94.71
24427	amara	0.02	94.71
24428	melee	0.02	94.71
24429	viewpoints	0.02	94.71
24430	salim	0.02	94.71
24431	polynesian	0.02	94.71
24432	itu	0.02	94.71
24433	bets	0.02	94.71
24434	iqbal	0.02	94.71
24435	soloists	0.02	94.71
24436	housewife	0.02	94.71
24437	effortlessly	0.02	94.71
24438	ref	0.02	94.71
24439	empower	0.02	94.71
24440	thinker	0.02	94.71
24441	purchaser	0.02	94.71
24442	hapoel	0.02	94.71
24443	chanted	0.02	94.71
24444	greetings	0.02	94.71
24445	librarians	0.02	94.71
24446	189	0.02	94.71
24447	dads	0.02	94.71
24448	uncontrolled	0.02	94.71
24449	chiba	0.02	94.71
24450	forbids	0.02	94.71
24451	vimes	0.02	94.71
24452	sloppy	0.02	94.71
24453	vehemently	0.02	94.71
24454	nikita	0.02	94.71
24455	swapped	0.02	94.71
24456	remy	0.02	94.71
24457	ayrshire	0.02	94.71
24458	jime	0.02	94.71
24459	lise	0.02	94.71
24460	dalmatia	0.02	94.71
24461	pedagogy	0.02	94.71
24462	196	0.02	94.71
24463	seton	0.02	94.72
24464	helene	0.02	94.72
24465	abbasid	0.02	94.72
24466	timeless	0.02	94.72
24467	downright	0.02	94.72
24468	biologically	0.02	94.72
24469	awfully	0.02	94.72
24470	episodic	0.02	94.72
24471	massacred	0.02	94.72
24472	punta	0.02	94.72
24473	lough	0.02	94.72
24474	ticking	0.02	94.72
24475	proctor	0.02	94.72
24476	scrubbed	0.02	94.72
24477	demolish	0.02	94.72
24478	spec	0.02	94.72
24479	adhesive	0.02	94.72
24480	foregoing	0.02	94.72
24481	contagious	0.02	94.72
24482	concealing	0.02	94.72
24483	brutus	0.02	94.72
24484	uptake	0.02	94.72
24485	degrade	0.02	94.72
24486	favours	0.02	94.72
24487	organisers	0.02	94.72
24488	kneel	0.02	94.72
24489	decatur	0.02	94.72
24490	justine	0.02	94.72
24491	eck	0.02	94.72
24492	ringo	0.02	94.72
24493	astral	0.02	94.72
24494	midsummer	0.02	94.72
24495	minimized	0.02	94.72
24496	hickory	0.02	94.72
24497	shipyards	0.02	94.72
24498	deployments	0.02	94.72
24499	consultations	0.02	94.72
24500	sidekick	0.02	94.72
24501	erstwhile	0.02	94.72
24502	amd	0.02	94.72
24503	equip	0.02	94.72
24504	cheney	0.02	94.72
24505	upstate	0.02	94.72
24506	cooperatives	0.02	94.72
24507	covent	0.02	94.72
24508	grievous	0.02	94.72
24509	renounce	0.02	94.72
24510	geothermal	0.02	94.72
24511	playwrights	0.02	94.72
24512	liao	0.02	94.72
24513	oricon	0.02	94.72
24514	baronetcy	0.02	94.72
24515	jogged	0.02	94.72
24516	marlins	0.02	94.72
24517	parkland	0.02	94.72
24518	contented	0.02	94.72
24519	newsweek	0.02	94.72
24520	permeability	0.02	94.72
24521	clears	0.02	94.72
24522	pointedly	0.02	94.72
24523	advertiser	0.02	94.72
24524	horticulture	0.02	94.72
24525	antisemitic	0.02	94.72
24526	uninterrupted	0.02	94.72
24527	bum	0.02	94.73
24528	shredded	0.02	94.73
24529	mourn	0.02	94.73
24530	genital	0.02	94.73
24531	186	0.02	94.73
24532	kam	0.02	94.73
24533	cautioned	0.02	94.73
24534	clinically	0.02	94.73
24535	dividends	0.02	94.73
24536	tolls	0.02	94.73
24537	boredom	0.02	94.73
24538	flooring	0.02	94.73
24539	goo	0.02	94.73
24540	bolster	0.02	94.73
24541	vogel	0.02	94.73
24542	truthful	0.02	94.73
24543	innsbruck	0.02	94.73
24544	unanswered	0.02	94.73
24545	sala	0.02	94.73
24546	garrisons	0.02	94.73
24547	trois	0.02	94.73
24548	andean	0.02	94.73
24549	idealized	0.02	94.73
24550	penrose	0.02	94.73
24551	deafening	0.02	94.73
24552	huntsville	0.02	94.73
24553	magellanic	0.02	94.73
24554	tidy	0.02	94.73
24555	funky	0.02	94.73
24556	nipples	0.02	94.73
24557	lessen	0.02	94.73
24558	mie	0.02	94.73
24559	375	0.02	94.73
24560	peng	0.02	94.73
24561	mailing	0.02	94.73
24562	janus	0.02	94.73
24563	marshals	0.02	94.73
24564	snacks	0.02	94.73
24565	thinly	0.02	94.73
24566	jiu	0.02	94.73
24567	indexes	0.02	94.73
24568	maneuvering	0.02	94.73
24569	augustin	0.02	94.73
24570	bipartisan	0.02	94.73
24571	pullman	0.02	94.73
24572	enumeration	0.02	94.73
24573	obedient	0.02	94.73
24574	abbe	0.02	94.73
24575	pursues	0.02	94.73
24576	volunteering	0.02	94.73
24577	croft	0.02	94.73
24578	extortion	0.02	94.73
24579	gainesville	0.02	94.73
24580	barring	0.02	94.73
24581	thickly	0.02	94.73
24582	isu	0.02	94.73
24583	nikolay	0.02	94.73
24584	sneakers	0.02	94.73
24585	unborn	0.02	94.73
24586	watchful	0.02	94.73
24587	compressor	0.02	94.73
24588	kr	0.02	94.73
24589	minted	0.02	94.73
24590	subunits	0.02	94.73
24591	nedra	0.02	94.74
24592	reprint	0.02	94.74
24593	retinal	0.02	94.74
24594	breaches	0.02	94.74
24595	cowardly	0.02	94.74
24596	starship	0.02	94.74
24597	distributes	0.02	94.74
24598	atm	0.02	94.74
24599	propriety	0.02	94.74
24600	tortricidae	0.02	94.74
24601	acs	0.02	94.74
24602	redhead	0.02	94.74
24603	compliments	0.02	94.74
24604	equivalents	0.02	94.74
24605	weld	0.02	94.74
24606	beverley	0.02	94.74
24607	sensibility	0.02	94.74
24608	easterly	0.02	94.74
24609	lute	0.02	94.74
24610	cloister	0.02	94.74
24611	dax	0.02	94.74
24612	amadeus	0.02	94.74
24613	carrington	0.02	94.74
24614	entre	0.02	94.74
24615	digestive	0.02	94.74
24616	chronicler	0.02	94.74
24617	bodo	0.02	94.74
24618	stardom	0.02	94.74
24619	vox	0.02	94.74
24620	premio	0.02	94.74
24621	workflow	0.02	94.74
24622	lukas	0.02	94.74
24623	crossbow	0.02	94.74
24624	prote	0.02	94.74
24625	waikato	0.02	94.74
24626	subtraction	0.02	94.74
24627	essayist	0.02	94.74
24628	kano	0.02	94.74
24629	cesar	0.02	94.74
24630	spied	0.02	94.74
24631	choctaw	0.02	94.74
24632	encased	0.02	94.74
24633	malvern	0.02	94.74
24634	overtake	0.02	94.74
24635	fbs	0.02	94.74
24636	hallways	0.02	94.74
24637	peacetime	0.02	94.74
24638	cov	0.02	94.74
24639	clench	0.02	94.74
24640	racket	0.02	94.74
24641	essendon	0.02	94.74
24642	nameless	0.02	94.74
24643	cgi	0.02	94.74
24644	grounding	0.02	94.74
24645	nucleotide	0.02	94.74
24646	disregarded	0.02	94.74
24647	extrapolation	0.02	94.74
24648	vel	0.02	94.74
24649	caitlin	0.02	94.74
24650	terri	0.02	94.74
24651	sonoma	0.02	94.74
24652	torturing	0.02	94.74
24653	reionization	0.02	94.74
24654	gunman	0.02	94.74
24655	constraining	0.02	94.74
24656	airstrip	0.02	94.75
24657	chengdu	0.02	94.75
24658	enlarge	0.02	94.75
24659	beckoned	0.02	94.75
24660	calamity	0.02	94.75
24661	tweeted	0.02	94.75
24662	varo	0.02	94.75
24663	1540	0.02	94.75
24664	lander	0.02	94.75
24665	lehman	0.02	94.75
24666	bonfire	0.02	94.75
24667	boardwalk	0.02	94.75
24668	moi	0.02	94.75
24669	mazda	0.02	94.75
24670	contemporaneous	0.02	94.75
24671	kowalski	0.02	94.75
24672	quechua	0.02	94.75
24673	interrupts	0.02	94.75
24674	delegations	0.02	94.75
24675	dime	0.02	94.75
24676	aquinas	0.02	94.75
24677	alp	0.02	94.75
24678	arun	0.02	94.75
24679	whitley	0.02	94.75
24680	prospered	0.02	94.75
24681	reann	0.02	94.75
24682	detects	0.02	94.75
24683	tolstoy	0.02	94.75
24684	ornamentation	0.02	94.75
24685	clap	0.02	94.75
24686	scents	0.02	94.75
24687	correlates	0.02	94.75
24688	testimonies	0.02	94.75
24689	brit	0.02	94.75
24690	merges	0.02	94.75
24691	chopper	0.02	94.75
24692	sorrows	0.02	94.75
24693	florentine	0.02	94.75
24694	bae	0.02	94.75
24695	myles	0.02	94.75
24696	smyth	0.02	94.75
24697	recite	0.02	94.75
24698	exposures	0.02	94.75
24699	almeida	0.02	94.75
24700	conveying	0.02	94.75
24701	hierarchies	0.02	94.75
24702	lesion	0.02	94.75
24703	tendon	0.02	94.75
24704	synonyms	0.02	94.75
24705	chameleon	0.02	94.75
24706	secretion	0.02	94.75
24707	df	0.02	94.75
24708	billiards	0.02	94.75
24709	polytopes	0.02	94.75
24710	1754	0.02	94.75
24711	blasphemy	0.02	94.75
24712	marlene	0.02	94.75
24713	fiberglass	0.02	94.75
24714	191	0.02	94.75
24715	lei	0.02	94.75
24716	roh	0.02	94.75
24717	hays	0.02	94.75
24718	430	0.02	94.75
24719	dues	0.02	94.75
24720	piping	0.02	94.76
24721	starch	0.02	94.76
24722	vagina	0.02	94.76
24723	cor	0.02	94.76
24724	sentient	0.02	94.76
24725	asses	0.02	94.76
24726	buoyancy	0.02	94.76
24727	mcintosh	0.02	94.76
24728	spitfire	0.02	94.76
24729	blanca	0.02	94.76
24730	unfold	0.02	94.76
24731	segmented	0.02	94.76
24732	predicament	0.02	94.76
24733	robins	0.02	94.76
24734	patrolled	0.02	94.76
24735	305	0.02	94.76
24736	bonuses	0.02	94.76
24737	redding	0.02	94.76
24738	improbable	0.02	94.76
24739	neglecting	0.02	94.76
24740	westernmost	0.02	94.76
24741	emu	0.02	94.76
24742	hannover	0.02	94.76
24743	predicate	0.02	94.76
24744	preferably	0.02	94.76
24745	cultivars	0.02	94.76
24746	generality	0.02	94.76
24747	virial	0.02	94.76
24748	tugs	0.02	94.76
24749	embryos	0.02	94.76
24750	mexicans	0.02	94.76
24751	sybil	0.02	94.76
24752	latham	0.02	94.76
24753	bootstrap	0.02	94.76
24754	assertions	0.02	94.76
24755	daley	0.02	94.76
24756	faerie	0.02	94.76
24757	lakeside	0.02	94.76
24758	faisal	0.02	94.76
24759	slacks	0.02	94.76
24760	beavers	0.02	94.76
24761	grieving	0.02	94.76
24762	pedigree	0.02	94.76
24763	addis	0.02	94.76
24764	deutscher	0.02	94.76
24765	238	0.02	94.76
24766	afrikaans	0.02	94.76
24767	fend	0.02	94.76
24768	biceps	0.02	94.76
24769	restructured	0.02	94.76
24770	bain	0.02	94.76
24771	pygmy	0.02	94.76
24772	facades	0.02	94.76
24773	assorted	0.02	94.76
24774	lew	0.02	94.76
24775	furry	0.02	94.76
24776	道	0.02	94.76
24777	deutschland	0.02	94.76
24778	montagu	0.02	94.76
24779	uplift	0.02	94.76
24780	monologue	0.02	94.76
24781	dedicate	0.02	94.76
24782	rook	0.02	94.76
24783	lecturing	0.02	94.76
24784	desiring	0.02	94.76
24785	inhibits	0.02	94.77
24786	southport	0.02	94.77
24787	dwellers	0.02	94.77
24788	anecdotes	0.02	94.77
24789	disapproved	0.02	94.77
24790	replicas	0.02	94.77
24791	degrading	0.02	94.77
24792	hardin	0.02	94.77
24793	jogging	0.02	94.77
24794	amazingly	0.02	94.77
24795	johansson	0.02	94.77
24796	quinlan	0.02	94.77
24797	blooming	0.02	94.77
24798	valentin	0.02	94.77
24799	commuters	0.02	94.77
24800	herbarium	0.02	94.77
24801	mcclellan	0.02	94.77
24802	seyfert	0.02	94.77
24803	unavoidable	0.02	94.77
24804	coercion	0.02	94.77
24805	198	0.02	94.77
24806	antoni	0.02	94.77
24807	mentored	0.02	94.77
24808	oecd	0.02	94.77
24809	injure	0.02	94.77
24810	oranges	0.02	94.77
24811	iva	0.02	94.77
24812	robyn	0.02	94.77
24813	thrones	0.02	94.77
24814	carefree	0.02	94.77
24815	exporting	0.02	94.77
24816	goldstone	0.02	94.77
24817	youngsters	0.02	94.77
24818	euclid	0.02	94.77
24819	assuring	0.02	94.77
24820	taunting	0.02	94.77
24821	trooper	0.02	94.77
24822	loosen	0.02	94.77
24823	vasily	0.02	94.77
24824	serenity	0.02	94.77
24825	andalusia	0.02	94.77
24826	conventionally	0.02	94.77
24827	rosalind	0.02	94.77
24828	slump	0.02	94.77
24829	zoologist	0.02	94.77
24830	grasshopper	0.02	94.77
24831	crawley	0.02	94.77
24832	enumerated	0.02	94.77
24833	bobbie	0.02	94.77
24834	renown	0.02	94.77
24835	minogue	0.02	94.77
24836	francophone	0.02	94.77
24837	subaru	0.02	94.77
24838	mysticism	0.02	94.77
24839	brabant	0.02	94.77
24840	outliers	0.02	94.77
24841	idly	0.02	94.77
24842	papyrus	0.02	94.77
24843	surpass	0.02	94.77
24844	rad	0.02	94.77
24845	ponder	0.02	94.77
24846	activates	0.02	94.77
24847	confucian	0.02	94.77
24848	computable	0.02	94.77
24849	superimposed	0.02	94.77
24850	ses	0.02	94.77
24851	pepsi	0.02	94.78
24852	moderation	0.02	94.78
24853	217	0.02	94.78
24854	aarhus	0.02	94.78
24855	allowances	0.02	94.78
24856	dorsey	0.02	94.78
24857	porta	0.02	94.78
24858	dempsey	0.02	94.78
24859	labored	0.02	94.78
24860	dissolving	0.02	94.78
24861	jacobson	0.02	94.78
24862	hampstead	0.02	94.78
24863	worthwhile	0.02	94.78
24864	guadalcanal	0.02	94.78
24865	mennonite	0.02	94.78
24866	fredrik	0.02	94.78
24867	carousel	0.02	94.78
24868	conservatism	0.02	94.78
24869	skylar	0.02	94.78
24870	behaving	0.02	94.78
24871	evoke	0.02	94.78
24872	woolwich	0.02	94.78
24873	behavioural	0.02	94.78
24874	atherton	0.02	94.78
24875	crowding	0.02	94.78
24876	premiers	0.02	94.78
24877	toed	0.02	94.78
24878	wrench	0.02	94.78
24879	donnelly	0.02	94.78
24880	aristocrat	0.02	94.78
24881	chaucer	0.02	94.78
24882	aphrodite	0.02	94.78
24883	dispensation	0.02	94.78
24884	hartmann	0.02	94.78
24885	curtiss	0.02	94.78
24886	buddhists	0.02	94.78
24887	ipad	0.02	94.78
24888	computes	0.02	94.78
24889	colloidal	0.02	94.78
24890	197	0.02	94.78
24891	xxi	0.02	94.78
24892	footpath	0.02	94.78
24893	occidental	0.02	94.78
24894	raider	0.02	94.78
24895	recognising	0.02	94.78
24896	noctuidae	0.02	94.78
24897	kenji	0.02	94.78
24898	scares	0.02	94.78
24899	schuster	0.02	94.78
24900	224	0.02	94.78
24901	heater	0.02	94.78
24902	deutsch	0.02	94.78
24903	rann	0.02	94.78
24904	retreats	0.02	94.78
24905	conflicted	0.02	94.78
24906	ashby	0.02	94.78
24907	jc	0.02	94.78
24908	shun	0.02	94.78
24909	pies	0.02	94.78
24910	condoms	0.02	94.78
24911	pk	0.02	94.78
24912	hooves	0.02	94.78
24913	soared	0.02	94.78
24914	jillian	0.02	94.78
24915	inconsistencies	0.02	94.78
24916	179	0.02	94.79
24917	stunts	0.02	94.79
24918	blackwood	0.02	94.79
24919	hypertension	0.02	94.79
24920	contradictions	0.02	94.79
24921	impromptu	0.02	94.79
24922	egan	0.02	94.79
24923	ipod	0.02	94.79
24924	brant	0.02	94.79
24925	pectoral	0.02	94.79
24926	keywords	0.02	94.79
24927	redeemed	0.02	94.79
24928	thoroughfare	0.02	94.79
24929	smiley	0.02	94.79
24930	reviving	0.02	94.79
24931	unsettling	0.02	94.79
24932	almanac	0.02	94.79
24933	simi	0.02	94.79
24934	abstracted	0.02	94.79
24935	filippo	0.02	94.79
24936	coulter	0.02	94.79
24937	durability	0.02	94.79
24938	lorna	0.02	94.79
24939	subclass	0.02	94.79
24940	attributable	0.02	94.79
24941	hearty	0.02	94.79
24942	esta	0.02	94.79
24943	sint	0.02	94.79
24944	emile	0.02	94.79
24945	constitutionality	0.02	94.79
24946	swine	0.02	94.79
24947	powdered	0.02	94.79
24948	acorn	0.02	94.79
24949	premieres	0.02	94.79
24950	goalscorer	0.02	94.79
24951	hoard	0.02	94.79
24952	sweatshirt	0.02	94.79
24953	accelerators	0.02	94.79
24954	obsessive	0.02	94.79
24955	protestantism	0.02	94.79
24956	lora	0.02	94.79
24957	wildcat	0.02	94.79
24958	minimizes	0.02	94.79
24959	subordinated	0.02	94.79
24960	etiquette	0.02	94.79
24961	thong	0.02	94.79
24962	reactivated	0.02	94.79
24963	gio	0.02	94.79
24964	vat	0.02	94.79
24965	iced	0.02	94.79
24966	dunkirk	0.02	94.79
24967	hadrian	0.02	94.79
24968	cornelia	0.02	94.79
24969	colloquial	0.02	94.79
24970	degeneration	0.02	94.79
24971	ecw	0.02	94.79
24972	mssm	0.02	94.79
24973	plugged	0.02	94.79
24974	eloquent	0.02	94.79
24975	multidisciplinary	0.02	94.79
24976	forsyth	0.02	94.79
24977	giddy	0.02	94.79
24978	dictates	0.02	94.79
24979	unbalanced	0.02	94.79
24980	slime	0.02	94.79
24981	shivers	0.02	94.79
24982	kawasaki	0.02	94.80
24983	deliverance	0.02	94.80
24984	nf	0.02	94.80
24985	clamp	0.02	94.80
24986	seeker	0.02	94.80
24987	affirming	0.02	94.80
24988	rebellions	0.02	94.80
24989	sabres	0.02	94.80
24990	spoils	0.02	94.80
24991	neq	0.02	94.80
24992	cocoon	0.02	94.80
24993	millet	0.02	94.80
24994	earthen	0.02	94.80
24995	leibniz	0.02	94.80
24996	schwinger	0.02	94.80
24997	duplication	0.02	94.80
24998	retake	0.02	94.80
24999	acton	0.02	94.80
25000	anzac	0.02	94.80
25001	observatories	0.02	94.80
25002	gustave	0.02	94.80
25003	beni	0.02	94.80
25004	logarithm	0.02	94.80
25005	apis	0.02	94.80
25006	corinthian	0.02	94.80
25007	numerals	0.02	94.80
25008	hollis	0.02	94.80
25009	automorphisms	0.02	94.80
25010	ting	0.02	94.80
25011	cartan	0.02	94.80
25012	deutschen	0.02	94.80
25013	digitized	0.02	94.80
25014	overweight	0.02	94.80
25015	surrendering	0.02	94.80
25016	1610	0.02	94.80
25017	deva	0.02	94.80
25018	fontana	0.02	94.80
25019	fathom	0.02	94.80
25020	converging	0.02	94.80
25021	masse	0.02	94.80
25022	pelvis	0.02	94.80
25023	breweries	0.02	94.80
25024	lux	0.02	94.80
25025	mendes	0.02	94.80
25026	worthington	0.02	94.80
25027	pavilions	0.02	94.80
25028	michelin	0.02	94.80
25029	priestly	0.02	94.80
25030	contesting	0.02	94.80
25031	cooperating	0.02	94.80
25032	unsatisfactory	0.02	94.80
25033	pows	0.02	94.80
25034	skimmed	0.02	94.80
25035	gaas	0.02	94.80
25036	rodent	0.02	94.80
25037	harem	0.02	94.80
25038	conduit	0.02	94.80
25039	zanzibar	0.02	94.80
25040	circumvent	0.02	94.80
25041	banco	0.02	94.80
25042	grizzly	0.02	94.80
25043	peeking	0.02	94.80
25044	whimper	0.02	94.80
25045	devonshire	0.02	94.80
25046	psychotherapy	0.02	94.80
25047	manipur	0.02	94.80
25048	dns	0.02	94.81
25049	strikingly	0.02	94.81
25050	dreamy	0.02	94.81
25051	humber	0.02	94.81
25052	interpersonal	0.02	94.81
25053	detour	0.02	94.81
25054	transiting	0.02	94.81
25055	geometridae	0.02	94.81
25056	cochin	0.02	94.81
25057	pesticides	0.02	94.81
25058	216	0.02	94.81
25059	astoria	0.02	94.81
25060	weavers	0.02	94.81
25061	irons	0.02	94.81
25062	meats	0.02	94.81
25063	unclean	0.02	94.81
25064	leisurely	0.02	94.81
25065	outbursts	0.02	94.81
25066	prejudices	0.02	94.81
25067	reaffirmed	0.02	94.81
25068	itf	0.02	94.81
25069	gallon	0.02	94.81
25070	tawny	0.02	94.81
25071	masjid	0.02	94.81
25072	emirate	0.02	94.81
25073	inconvenience	0.02	94.81
25074	magnetoresistance	0.02	94.81
25075	accommodating	0.02	94.81
25076	olives	0.02	94.81
25077	perrin	0.02	94.81
25078	affixed	0.02	94.81
25079	phenotype	0.02	94.81
25080	hana	0.02	94.81
25081	marko	0.02	94.81
25082	convexity	0.02	94.81
25083	servitude	0.02	94.81
25084	efl	0.02	94.81
25085	enmity	0.02	94.81
25086	moreau	0.02	94.81
25087	solace	0.02	94.81
25088	mutated	0.02	94.81
25089	trotted	0.02	94.81
25090	confided	0.02	94.81
25091	marsden	0.02	94.81
25092	headaches	0.02	94.81
25093	thickened	0.02	94.81
25094	westinghouse	0.02	94.81
25095	cpr	0.02	94.81
25096	keane	0.02	94.81
25097	joyous	0.02	94.81
25098	liners	0.02	94.81
25099	passover	0.02	94.81
25100	stewardship	0.02	94.81
25101	faked	0.02	94.81
25102	redeem	0.02	94.81
25103	resonators	0.02	94.81
25104	aire	0.02	94.81
25105	debra	0.02	94.81
25106	dmitri	0.02	94.81
25107	francois	0.02	94.81
25108	palmerston	0.02	94.81
25109	wastes	0.02	94.81
25110	sired	0.02	94.81
25111	cassius	0.02	94.81
25112	infested	0.02	94.81
25113	scorched	0.02	94.81
25114	semitism	0.02	94.81
25115	vorticity	0.02	94.82
25116	fragmentary	0.02	94.82
25117	articulation	0.02	94.82
25118	fisted	0.02	94.82
25119	stamens	0.02	94.82
25120	freedman	0.02	94.82
25121	seaboard	0.02	94.82
25122	scarecrow	0.02	94.82
25123	elizabethan	0.02	94.82
25124	ridicule	0.02	94.82
25125	winthrop	0.02	94.82
25126	counsellor	0.02	94.82
25127	extraterrestrial	0.02	94.82
25128	hops	0.02	94.82
25129	budding	0.02	94.82
25130	salamander	0.02	94.82
25131	symbolizes	0.02	94.82
25132	brokers	0.02	94.82
25133	contrived	0.02	94.82
25134	firepower	0.02	94.82
25135	ascot	0.02	94.82
25136	drifts	0.02	94.82
25137	quivered	0.02	94.82
25138	vhf	0.02	94.82
25139	rollers	0.02	94.82
25140	renegade	0.02	94.82
25141	unhealthy	0.02	94.82
25142	sexton	0.01	94.82
25143	preparedness	0.01	94.82
25144	recollections	0.01	94.82
25145	dwyer	0.01	94.82
25146	lucinda	0.01	94.82
25147	pry	0.01	94.82
25148	striding	0.01	94.82
25149	composites	0.01	94.82
25150	binoculars	0.01	94.82
25151	mehmed	0.01	94.82
25152	mollusks	0.01	94.82
25153	miraculously	0.01	94.82
25154	nasir	0.01	94.82
25155	planters	0.01	94.82
25156	forging	0.01	94.82
25157	sayings	0.01	94.82
25158	drawbacks	0.01	94.82
25159	dumbarton	0.01	94.82
25160	monographs	0.01	94.82
25161	liter	0.01	94.82
25162	sickle	0.01	94.82
25163	divisor	0.01	94.82
25164	tutelage	0.01	94.82
25165	1603	0.01	94.82
25166	panned	0.01	94.82
25167	quill	0.01	94.82
25168	culprit	0.01	94.82
25169	glimpses	0.01	94.82
25170	troubling	0.01	94.82
25171	paxton	0.01	94.82
25172	mathieu	0.01	94.82
25173	transitioning	0.01	94.82
25174	faux	0.01	94.82
25175	reckoning	0.01	94.82
25176	prerequisite	0.01	94.82
25177	yadav	0.01	94.82
25178	bromley	0.01	94.82
25179	rainier	0.01	94.82
25180	stylish	0.01	94.82
25181	gottlieb	0.01	94.83
25182	interferometry	0.01	94.83
25183	pint	0.01	94.83
25184	aix	0.01	94.83
25185	sled	0.01	94.83
25186	desks	0.01	94.83
25187	valentina	0.01	94.83
25188	199	0.01	94.83
25189	antiquarian	0.01	94.83
25190	alder	0.01	94.83
25191	durga	0.01	94.83
25192	hipped	0.01	94.83
25193	escarpment	0.01	94.83
25194	piccadilly	0.01	94.83
25195	moravia	0.01	94.83
25196	olfactory	0.01	94.83
25197	cie	0.01	94.83
25198	zebra	0.01	94.83
25199	crackling	0.01	94.83
25200	innocently	0.01	94.83
25201	lends	0.01	94.83
25202	fancied	0.01	94.83
25203	invent	0.01	94.83
25204	gauntlet	0.01	94.83
25205	argon	0.01	94.83
25206	wryly	0.01	94.83
25207	integrability	0.01	94.83
25208	1753	0.01	94.83
25209	gules	0.01	94.83
25210	disrupting	0.01	94.83
25211	intangible	0.01	94.83
25212	amends	0.01	94.83
25213	margot	0.01	94.83
25214	implants	0.01	94.83
25215	natured	0.01	94.83
25216	conceptions	0.01	94.83
25217	molluscs	0.01	94.83
25218	inquest	0.01	94.83
25219	resettlement	0.01	94.83
25220	loretta	0.01	94.83
25221	fundamentals	0.01	94.83
25222	aug	0.01	94.83
25223	bowers	0.01	94.83
25224	articulate	0.01	94.83
25225	hydrodynamical	0.01	94.83
25226	quotas	0.01	94.83
25227	realisation	0.01	94.83
25228	intergalactic	0.01	94.83
25229	nonparametric	0.01	94.83
25230	methodological	0.01	94.83
25231	802	0.01	94.83
25232	parodies	0.01	94.83
25233	salvaged	0.01	94.83
25234	supposing	0.01	94.83
25235	orchids	0.01	94.83
25236	reciting	0.01	94.83
25237	godwin	0.01	94.83
25238	jolted	0.01	94.83
25239	ravenna	0.01	94.83
25240	savages	0.01	94.83
25241	kuomintang	0.01	94.83
25242	purposefully	0.01	94.83
25243	tobin	0.01	94.83
25244	nicolae	0.01	94.83
25245	wailing	0.01	94.83
25246	atonement	0.01	94.83
25247	interceptor	0.01	94.83
25248	acoustics	0.01	94.84
25249	parametrization	0.01	94.84
25250	elisa	0.01	94.84
25251	amnesia	0.01	94.84
25252	afterglow	0.01	94.84
25253	instructing	0.01	94.84
25254	romantically	0.01	94.84
25255	ctv	0.01	94.84
25256	silken	0.01	94.84
25257	avignon	0.01	94.84
25258	figurines	0.01	94.84
25259	magnetically	0.01	94.84
25260	mosul	0.01	94.84
25261	pests	0.01	94.84
25262	bangs	0.01	94.84
25263	grail	0.01	94.84
25264	tramp	0.01	94.84
25265	deccan	0.01	94.84
25266	intimidate	0.01	94.84
25267	diode	0.01	94.84
25268	isotopic	0.01	94.84
25269	heuristics	0.01	94.84
25270	joyah	0.01	94.84
25271	moffat	0.01	94.84
25272	chopra	0.01	94.84
25273	adversely	0.01	94.84
25274	rewarding	0.01	94.84
25275	affliction	0.01	94.84
25276	opioid	0.01	94.84
